user	tweets	stance	stance (A2)		
2317	Going global is not just a piece of rhetoric - it's the next step to enhance Britain's voice in the world https://t.co/JAWgcudmHz #Brexit  |  A credible transition plan de-risks Brexit. EFTA EEA is a good first step https://t.co/G9kl6cRI7u #VoteLeave #EURef  |  The economics of Brexit - @TonyE_42 explains why leaving really is the safer choice https://t.co/PBBdLShIuM #EURef #VoteLeave  |  A #brexit movie with substance - Flexcit  https://t.co/YmBNPEGPgH (pt 1)  https://t.co/ggIFlbfPQM (pt 2)  https://t.co/7XHDt7CQik (pt3)  |  A calm, rational case for #Brexit. Not sure about leaving? Read this. What have you got to lose? https://t.co/z0vAe7AaJ9 @StrongerIn  |  Just watched Newsnight. Or should I have said a party political broadcast for the remain party? Evan Davis served his masters well. #brexit  |  A vote to leave is a vote to bring power closer to the people. A vote to remain is a vote to push power further away. #Brexit #EURef  |  So Merkel wants the UK to stay in the EU but refused CAMERON any substantial reforms. Germany expects but the UK has one response. #Leave  |  An increasingly common one too. Those who don't know the difference need to read this #BBCQT https://t.co/Lj7aZH2KLP https://t.co/LStnk9rclR  |  As part of a transitional approach to Brexit... this makes leaving perfectly safe... https://t.co/Lj7aZH2KLP #Brexit https://t.co/Is7Fzi9LuB  |  Remain MPs admit Britain can leave the EU and remain in the Single Market. https://t.co/ikA31DIZJc #EURef #Brexit #VoteLeave #StrongerIn  |  A safe #EEA type exit is only the first step on our #Brexit journey https://t.co/AugkG1DnJ5 #EURef #VoteLeave  |  WATCH: JOHN MOULTON warns Remain talking "economic claptrap" https://t.co/pLMZ1QirYH #VoteLeave #EUref #Brexit https://t.co/FeC0w9zSPC  |  How dare sturgeon say peace in Europe is down to the eu when the eu did NOTHING in Bosnia &amp;allowed mass murder till NATO sorted it.#ITVEURef  |  TTIP has been all but ignored by the Remain campaign @WhiteWednesday #VoteLeave #Brexit https://t.co/17YyQYBiNV  |  We're not electing Vote Leave, we're voting to leave the EU, &amp; we can do so with minimal economic disruption. https://t.co/DneocMsmyl #EURef  |  Newsflash: Britain is not Norway. An #EEA transition holds no fear ... https://t.co/4LFTGkwfDF #EURef https://t.co/v3YYe1f6NM  |  The EU is not the Single Market so that doesn't count. Are there any credible reasons to remain? https://t.co/jzwogf9PiO #EURef #Brexit  |  "Brexit camp has significant lead": https://t.co/GMybRbHjP9 #voteleave #EUreferendum #Brexit  |  Osborne's fantasy budget is as irrelevant as Vote Leave Ltd's proposals. #Brexit is bigger than both of them. https://t.co/AsQvmoZp8K #EURef  |  Dear uncommitted Remainers, UK could retain Single Market participation after EU exit https://t.co/D0dmnvRHxd #EURef https://t.co/s7nHTgDcdm  |  #Brexit would provide a shot in the arm for democracy and a start to reviving Britain's political culture https://t.co/9VPKKy5tF4 #EURef  |  Let's kickstart democracy in our country.  #VoteLeave on the 23rd.  #brexit #flexcit #EUref  |  A simple guide to #Brexit from @LeaveHQ https://t.co/nSI8vUYjRR #EURef  |  Obvious but important point: #Brexit is not about "leaving Europe" it's about reorienting our relationship with EU. https://t.co/k7GrqJuflT  |  Voting to leave is a power grab only the people can make. #Leave #Brexit #EUref  |  I Support Brexit Because I'm Left-Wing,Not in Spite of It https://t.co/cAnXjXmHer via @HPYoungVoices @adamhamdy @malccarter #voteleave#euref  |  @PoliticsSense It was a marriage arranged on our behalf, behind our backs. Now we understand, we need to #VoteLeave  |  PROJECT SNEER: Luvvies Say Leavers are 'Thick Idiots' https://t.co/6CurPwXgkh #bbcdp #bbcqt #bbcdebate #EUREf #VoteLeave #TakeControl #Marr  |  Chancellor should provide reassurance that UK will pursue economically secure #Brexit route. https://t.co/4LFTGkwfDF https://t.co/j59Lbcmlzp  |  #Remain's legal challenge to require Parliament vote on invoking Article 50 has been comprehensively dismantled: https://t.co/2TpoyRfp1X  |  We Dutch should team up with #UK in negotiating trade deals with countries before activating art 50! Let's show the #EU balls #brexit #nexit  |  Remainiacs never admit had it not been for #ProjectFear Reluctant Remainers could just as easily voted their Leave conscience #BrexitDebate	1	1		
2369	Last time we trusted a Tory PM to get a deal with Europe that would be in Britain's interest.. #VoteLeave #Brexit https://t.co/E3EXPZQDgv  |  Read This And Then #VoteLeave  https://t.co/ZrUEWSYsIS  |  I am not moved by the threats made by the Dutch Prime Minister. If we #VoteLeave it is more likely he will be unseated by his own electorate  |  Why My American Students Used to Gasp in Horror When they Learnt About the EU https://t.co/6eDFlYKMYR via @heatstreet #VoteLeave #LeaveEU  |  @ChukaUmunna says Britain has influence in EU, we couldn't even stop the #EU tampon tax #Voteleave #InOrOut #ExpressEUDebate #EUref #Brexit  |  @JuliaHB1 Why didn't @sarahwollaston stay in @vote_leave and reform it from inside? Better to be at the table... blah blah blah... #Brexit  |  TTIP has been all but ignored by the Remain campaign @WhiteWednesday #VoteLeave #Brexit https://t.co/17YyQYBiNV  |  On 23rd #VoteLeave - letter in local paper sums up bureaucracy of EU. @BorisJohnson @LouiseMensch @DouglasCarswell https://t.co/x21CeRoR94  |  @icelenny @NoThanksEU I think you will find the rest of the world is bigger and better trade zone than the corrupt EU. #VoteLeave  |  Let's start a new poll. #VoteLeave #VoteRemain Should we remain or leave the EU?  |  Love Europe detest the EU #VoteLeave https://t.co/OBUWHoSy8A  |  "Leading not leaving" is a false premise. Core EU won't be led by non- €Z / Schengen country. And the Commission won't be led. #VoteLeave  |  Why wud the UK NOT want to cut the economic &amp; political ties that has created this devastation parts of EU  #brexit https://t.co/821JyNVZZs  |  BRITISH STEEL CHIEF: Simon Boyd says "Free us from shackles of EU" https://t.co/oAs0j8uY1Q #VoteLeave #EUref #Brexit https://t.co/d98TgPHxgl  |  RT if you support the fishermen, FAV if you support the Remains  #thames #voteleave https://t.co/PHHO5cY1eN  |  Mmm change of mind fella? Brexit #LeaveEU June 23 #IndependenceDay https://t.co/VTZ3P1ZEdN  |  Last poll before the EU Referendum! Are you/would you vote in or out? RT after.  #euref #voteleave #voteremain #eu  |  Lets bang the nails in now!!!! #VoteLeave #Brexit https://t.co/RdrbADHiCb  |  #BBC vs #Reality.... Why BBC not report the truth? #euref #brexit #leaveEU #voteLeave NOT #StrongerIN  / #remain https://t.co/es9UXkPkKA  |  Britain! You all know there is something wrong with the #EU. #Brexit #VoteLeave there is no other way to change it https://t.co/Us8DmwPm5S  |  Why are the remainers still talking of division and hate?Working class and the elderly are now called bigots and racist #Lexit #VoteLeave  |  As TOTALLY PREDICTED by VoteLeave campaign; but NOWHERE to be found on #BBC.  https://t.co/D8VEBAr6K4  |  This wasn't exactly big news yesterday, but it proves that #VoteLeave were telling the truth about Turkey https://t.co/leJSnMXBnD #Brexit  |  We are the 52% ❤ The biggest vote in British history, despite all that was thrown at us. #marchforeurope #VoteLeave https://t.co/TsLlWLJ81a  |  Brexit: The End of the Beginning, Schrödinger's cat - https://t.co/U6ohNWLWki #EUref  #Brexit  #VoteLeave https://t.co/yaMyM2ZpzH  |  #Germany is a giant mess. #DeutscheBank = giant mess. #brexit #ECB #GermanBankingCrisis #ECB #Bonds https://t.co/SeMgxRBpog  |  So as the pound stabilises, UK stocks and employment hit record highs, FDI increases, should we take the Remoaners to court? #Brexit	1	1		
4488	Wonderful #Brexit article from Church of England's George Carey. Read and decide #StrongerIn or #VoteLeave https://t.co/qYmnxfhx56  |  Hey Remain great debate thanks would love to stay longer but the open sea beckons. #BBCDebate https://t.co/s46U98jcrv  |  Just brilliant, let's fly the coop. #Brexit #VoteLeave full video here: https://t.co/Ex9S7nHI0x https://t.co/pOjCG9INbe	1	1		
372	@John_J_C_Moss @Promote_Thanet leaving the union would be a massive gamble with the economy one I feel we cannot afford to take #RemainINEU  |  @John_J_C_Moss @Promote_Thanet Brexit would do much more damage to the UK, a step into the unknown #StrongerIn	-1	-1		
348	Just voted for #sheilanewman in #Chorlton #votelabour @hacking4chorltz @mattstrong @McrLabour https://t.co/cq4AWFF7cN  |  Yes! It's a good sign. My #VoteRemain sticker survived the downpours in #Chorlton this morning. #EUref  #EURefReady https://t.co/u9MUAQPICD	-1	-1		
1993	The case for #Brexit:THE ANIMATED MOVIE! Watch it now! :) #LeaveEU #VoteLeave #StrongerIn https://t.co/6d0Fzcuxfy https://t.co/k35zJl9yhL  |  Today is Europe day!  Make sure you know the difference between Europe and the EU!  #LeaveEU https://t.co/JJu3Zr4ozV  |  A #biased #scaremongering leaflet through my door. Supported by big business. Don't be fooled. #EU #VoteLeave https://t.co/QOub8xMzjg  |  Hey let's vote @JunckerEU out of office. Oh no we can't do that because he isn't elected is he #VoteLeave #Brexit https://t.co/iCUGdxnTaC  |  #VoteLeave fully supported by the boys here in #Peterborough RT &amp; Like to show support!! #brexit https://t.co/bp6rdD0f2O  |  LOADS of activity in C London this week. See the list below. Contact your ward captain. More the merrier! #VoteLeave https://t.co/RbR0oukgKn  |  Someone needs to tell Faisal Islam he's not God's gift to journalism.......an arrogant, interrupting show off #skynews #LeaveEU #Brexit  |  @Nigel_Farage We can take back control with one simple tick #Brexit #Voteleave #Remain https://t.co/B5gMBTcut4  |  @VvsTyranny UK never been worse 6ys of Cameron and this feeble minded thin skinned man leading the opposition #Unvotable #VoteLeave #Brexit  |  The President of Iceland says #Brexit is good news and offers great opportunities for both Iceland and Britain.  https://t.co/mOTuN68qAX	1	1		
2581	Economic uncertainty has hit its highest level in #Britain in at least 19ys in the lead-up to #EUref .BoE warns of dif times ahead #Remain  |  Lord Bramall, a former head of the British Army, said making a comparison btw the EU and #Nazi Germany is absurd #Conservative #Remain  |  Hilary Benn MP said re #BorisJohnson's remark" #LeaveEU campaigners have lost economic argument and now they're losing their moral compass"  |  #BankofEngland governor Mark Carney has defended his warning that a vote to #LeaveEU could spark a recession #Conservative #RemainINEU  |  #Brexit Exit immigration plan #LeaveEU &amp; have to join Norway in the Schengen Zone so we can trade with the EU   UK is #StrongerIn #Remain  |  Excellent team out in #Nottingham - campaigning hard for Britain to #Remain #StrongerIn @Vernon_Coaker @Anna_Soubry https://t.co/pEZw3EZZxl  |  PM nails it - if we leave, we'd still have to follow the rules, but would lose our seat at the table #ITVEURef #Strongerin #conservativesIN  |  I'm glad that after some consideration as a #British patriot I've voted #RemainINEU. I feel I'm on a right side of the history #Conservative  |  Tom Watson urges Labour to vote #remain; forgetting that Labour leadership have completely lost touch with their traditional support #Brexit  |  @sarahwollaston @CharlotteV thank you for having the courage to publicly change your mind #StrongerIn  |  I feel the same. It's the silent maj that wins the electionsThose who support #Brexit r just loud &amp; shut #remain up https://t.co/xpUyINrwpg  |  How can anybody trust the leave campaign again after listening to her? #StrongerIn https://t.co/QNtGlWFn6Q  |  #Brexit is for life, not just until you're bored with it #VoteRemain #Dontfuckwithmyfuture please RT  |  But Watson &amp; his pals had 13yrs to sort out migration but didn't even see the problem! #VoteLeave https://t.co/a66uHgyl6A  |  7 days. Still NO EU trade plan or options from Leave. Affects thousands of businesses who import or export goods &amp; services. #remain #EUref  |  There's a good #immigration v bad one.Polish firefighter, Latvian nurse (EU) v Russian hooker, muslim terrorist (if #Brexit) #EUref #Remain  |  Farage speech effectively calling for chaos across Europe as well as UK &amp; playing to the far-right.  Nice cocktail of damage #EUref  #remain  |  If #Cameron does indeed prevail, there will be a #reshuffle that more closely resembles an amnesty than a purge #conservative #strongerin  |  #euref Anti-business tone is dangerous. Huge concensus of companies, from start-ups to big UK employers are pro-Remain. Leave have no plan  |  Passion with Remain in last 24 hours-can see the emotion &amp; belief. Gove &amp; Johnson like politicians trying to get in power? #euref #InOrOut  |  So many British people &amp; immigrants working here feeling sad about the UK &amp; threatened by Brexit. We really really need to vote. #Remain  |  Back Gove?First,he's betrayed his close friend for decades David Cameron,then he knifed his running #Brexit mate Boris Et tu Brut?.A big NO  |  #Brexit was #Britain abandoning a sinking ship. Once it founders its members will find themselves well behind in a race for world-wide trade	-1	-1		
5732	She has a point. #brexit #VoteLeave #loughborough https://t.co/UZZBoo7e03  |  My article in the Punjab Times Newspaper on my reasons to #voteleave and #takecontrol  @vote_leave @WomenforBritain https://t.co/RFuUTl19tU  |  @StrongerIn Of course he wants us to stay in, he is probably a beneficiary of the TTIP deal. Mind your own.. #VoteLeave #Brexit  |  “@tallison54: RT if you agree https://t.co/3ydIjkGSFh” Shame #DavidCameron couldn't negotiate a better #EU deal for #UK like #EUTurkeyDeal 😉  |  PM &amp; Osbo have run a cynical campaign of deceit and lies to try &amp; fool the UK electorate - Appalling #VoteLeave  https://t.co/z9k6xL3Xx6  |  #Brexit #VoteLeave #TakeControl #EU superstate laws strip #Britain of its #MagnaCarta rights, writes @JACOBREES-MOGG https://t.co/Yl3wzKUOQL  |  Bananas, immigrants, Hitler - and now 'ze German advance' - so what's next for #VoteLeave? #EUref #StrongerIn https://t.co/EMpzBIArvm  |  More like stupidity or duplicity! #VoteLeave #Brexit  https://t.co/fkBAeznd94  |  I want a say in how this country is run, not be dictated to by overpaid French/German politicians #Brexit #voteleave  |  We have family and friends outside of the EU. #VoteLeave #Brexit https://t.co/DMG1tuM2G7  |  True statement on EU in a cartoon, are the masses brave enough to ignore #ProjectFear and #VoteLeave #EUref #inorout https://t.co/oahzyKiLNQ  |  5 postive reasons to #voteleave and #takecontrol    https://t.co/fqDZhNeKRq  |  BRUSSELS BOMBSHELL: Fury as 30,000 non-EU citizens get into Britain through loophole  https://t.co/ZuzatfgJdn #EUref #VoteLeave #Brexit  |  What #Brexit fears? Britain's economy is on the UP  THE #Remain campaign’s economic scaremongering has been made... https://t.co/SaKDQcxxzE  |  Party allegiance is irrelevant in #EUref . They've all been telling EU lies for years so keep calm and #VoteLeave https://t.co/GWqJAyOXHL  |  I'm Belgian and I endorse #Brexit  because we can be united only in freedom, sovereignty and rule of law. #VoteLeave https://t.co/FkmkOUXZ4y  |  School shortages, house prices increase &amp; a lack of doctor appointments are some of the problems due to immigration! #VoteLeave #InOrOut  |  First time I've seen this. A great speech to share. #leave #Labour https://t.co/3w0w5mff2J  |  Just brilliant, let's fly the coop. #Brexit #VoteLeave full video here: https://t.co/Ex9S7nHI0x https://t.co/pOjCG9INbe  |  After months of campaigning and weeks of debates ..today is when we get to decide #voteleave #takecontrol #iVoted https://t.co/tJKodK4GRO  |  Londoners who voted for Sadiq Khan: 1,310,413   Londoners who voted #VoteLeave in the #EURef: 1,513,322	1	1		
3072	An image or graph is often more powerful than a thousand words: why we need the EU #Brexit #MoreInCommon #StrongerIn https://t.co/sX7d15l3NI	-1	-1		
3851	Let's vote to leave so we can be patriotic about being poor #britainandeurope #EUref  |  Edinburgh Castle lit up tonight with important message for the people of Scotland - #VoteRemain #EUref https://t.co/ugLA5IeyNi	0	-1		
2176	Leaders unite in #Birmingham to say loud and clear: we're #StrongerIN https://t.co/xAXqDlmHlX	-1	-1		
5076	@SamBright_Ltd This is a real EU Horror film #TTIP #Brexit #StrongerIn a Prison https://t.co/Vgm53zopkK  |  #MirrorLiveEU If in any doubt watch #brexitthemovie #VoteLeave  |  @Channel4News The tide is turning all over Europe. Not before time. #Brexit  |  @ProEU @MarkInNorthWest @Alexicon83 Try #brexitthemovie to  see what freedom will be like.  |  The EU-Turkey migrant deal is on the verge of imploding  https://t.co/pq7JJgncoY  #lbc #Brexit #gogogo #VoteLeave #Wales #Scotland  #peston  |  #BBCDebate - All the remain campaign have to say is scaremongering. Don't forget the rubbish they tried on Norway https://t.co/KU5CYjlcSM  |  Owen Jones would be good in a sixth form debating society. In Venezuela where his hero lies. As in lies 6 foot under.  #bbcqt  |  Three EU stooges trying to persuade us to remain. Don't listen it's time to #LeaveEU #VoteLeave #EUreferendum https://t.co/RCNIORrF9W  |  #ITVEURef  https://t.co/PMQAird1lV  |  Osborne scaremongering: Airbus say they have ‘no intention’ of pulling out of the UK if we #VoteLeave https://t.co/DTfcUGFGSV #BBCDebate  |  WATCH: JOHN MOULTON WARNS: Remain Talking "economic claptrap" https://t.co/pLMZ1QirYH #VoteLeave #EUref #Brexit https://t.co/Mv4KHPbuH1  |  Dave's rationale for staying in the EU. #Brexit #VoteLeave https://t.co/7rEnumpFxX  |  Sturgeon not up on UK laws obviously. Most benefits were on UK statue well before EU &amp; supersede them in many cases. She's lying. #itvdebate  |  No wonder Mainstream radio can't hack this man.Surpasses y'day's classic. Never mind peak #Brexit  It's Peak Gaunty! https://t.co/dOMwfRdQd7  |  @jongaunt @jonsnowC4 @Ofcom Voting Leave means even more to me now the stinking mainstream media are trying to hijack the #EUref to remain.  |  PANICKED Brussels chiefs plead for Egypt talks after migrants find NEW route into Europe https://t.co/XoJG25nLKt #VoteLeave #Brexit #Remain  |  #peston Yvette Cooper is deluded. Nigel's poster exactly typifies what mess the EU is in due to Merkel's open invitation. Madness. #Brexit  |  Corbyn's inability to grasp the impact of uncontrolled EU immigration has just driven thousands more labour voters to #VoteLeave #skydebate  |  Anyone noticed #LabourInForBritain are relying on promoted Tweets, just the same on Facebook, seems the real left have deserted #VoteLeave  |  Can't understand #Brexit fears about jobs.Thousands more in Border Force&amp; Navy Patrols More Boats withUK Steel Thousands more Harbourmasters  |  #bbcqt We're leaving EU get over it. Better to discuss what EU are going to do about Migration before we do leave. https://t.co/YqI7ntPt32  |  REVEALED: Merkel NEEDS free trade deal with UK or 750,000 German jobs could face the axe https://t.co/DiIZdnSruj #bbcqt	1	1		
138	This #LabourCoup is more stage managed than some of the best productions in the West End #c4news	0	0		
5745	David Cameron says #Brexit would put a bomb under our economy https://t.co/r0ZfIYMNec NO! it would put a rocket under our economy #VoteLeave  |  EU law is supreme over UK law. We do not have control. #ITVEURef  |  OSBORNE FIB: He says country would be permanently poorer, in fact GDP continues to grow in Treasury forecast. #BBCDebate  |  "Use your common sense" says Nicola Sturgeon. I always do. That's why I'm #VoteLeave #ITVEURef  |  #ITVEURef The #Brexit #VoteLeave team with Boris are trouncing #NicolaSturgeon and her remain trio traitors.. This is great for vote leavers  |  Take Back Control!  @beleaveuk: .@BorisJohnson's fantastic, passionate, optimistic closing statement. #ITVEURef https://t.co/shTXW8Kq9S”  |  Posters and placards going up all over Pimlico today. Thank you from us for your support #VoteLeave #Brexit #EUref https://t.co/23c7TRbQk2  |  Paging @David_Cameron and @jeremycorbyn see?! It's doable!!! #Brexit #Guernsey  https://t.co/uTWdvY40Ta  |  #Remaniacs are scared witless at the mere mention of #DavesDodgyDeal. It's futility &amp; betrayal so glaringly obvious! #VoteLeaveInDROVES  |  Not EVERYONE wants EU to fall apart! #SnoutsInTrough #Banksters, #ON-the-TAKE #polisites, greedy #globalists LOVE IT! #VoteLeaveInDROVES  |  @Todaysopinionis pass this on please 👍🇬🇧😊 #Brexit #voteleave #EUref https://t.co/2bQ5oVJf7X  |  9 in 10 fishermen will back #Brexit, survey suggests https://t.co/BwRlitq8xC #VoteLeave #Brexit  |  #Brexit returning the lifeblood of democracy. https://t.co/7Soykd6F2q #EUref  |  @Linda_b_123 Don't let history repeat itself! #votebrexit  https://t.co/om2kQCjHxQ  |  This is my personal message to David Cameron, George Osborne, Jeremy Corbyn &amp; Nicola Sturgeon. #EUref #VoteLeave https://t.co/6N1ezLKsY2  |  Osborne's threats total disgrace. He'd never get such a budget passed and his position after Brexit now clearly 100% untennable. #VoteLeave  |  10 bombshells the EU is hiding until AFTER the referendum https://t.co/DdlckVZzHi #lbc #voteleave #brexitthemovie #wales #scotland  |  #Geldof doesn't have brains to realise how much he helped us today. Thanks Bobit. #VoteLEAVE for the fishermen. #TakeControl for #democracy.  |  Excellent progress for #VoteLEAVE today with #Remaniacs (#PMQs, #geldof) showing voters what snivelling, whining Gollum-creatures they are.  |  We're with Gove on this one - let's #VoteLeave and take back control! #VoteLeave #bbcqt  |  EU’s OWN numbers have shown that, if we #voteleave, 300,000 new jobs will be created from new trade deals. #bbcqt #VoteLeave  |  #ProjectHope wins every time over #ProjectFear #VoteLeave #EUR https://t.co/0xY1mC5LCH  |  @angelneptustar @Patriotic_Brit @mkpdavies @Linda_b_123 REVEALED: The EU Links Of Pro-Remain FAT Cats https://t.co/9u3lTuf1sm #leaveEU  |  Loving his passion. #VoteLeave https://t.co/rQPRZRyk5z  |  On our side of the argument, we have provided a positive vision for the future #ProjectHope #bbcqt #VoteLeave  |  #bbcqt Australia has EXACTLY the number &amp; quality of migrants it WANTS &amp; NEEDS because it makes its own laws.  |  ENTREPRENEUR WILLIAM DRAKE: Exciting future if UK Leaves EU https://t.co/6NTW7Y93Wp #VoteLeave #Brexit #EURef https://t.co/A3jkejQ1mx  |  EU Debate | Daniel Hannan MEP | Proposition #VoteLeave #VoteRemain #EUreferendum #EUref #bbcqt #fishingforleave  https://t.co/9rWq226tiF  |  There's a world of trading opportunity out there. Why shackle ourselves to a failing monolith? #VoteLeave #Brexit https://t.co/NU6x6xgsXi  |  Lets #voteleave to take back control of our laws https://t.co/xSZicaJtaj  |  #DavidCameron was very convincing tonight. He convinced me that voting LEAVE is the best option. @bbcquestiontime #bbcqt #VoteLeave  |  If they claim 'NHS services would struggle' in the #BigDebate only 3.6% of staff are from are from the EU #EUref https://t.co/0UAMnKGFLY  |  Sometimes voting makes little difference to who governs you and how they do it. Vote Remain on Thursday and it NEVER will.  #VoteLeave  |  The voice of older people is important because they have a lifetime of experience and wisdom. Can't ignore their input. #VoteLeave #C4Debate  |  Michael Caine: #VoteLeave ? We have to do more than leave. Let's blow the bloody doors off #Brexit #EUref https://t.co/h8m4LadFKV  |  Proud to have #iVoted for freedom, democracy and independence today. #EUref #VoteLeave #TakeBackControl #Brexit  |  @SuffolkLeave Check it out! Let's do this! #VoteLeave https://t.co/7aAK2FwH2e  |  In Seacroft..  #VoteLeave #TakeBackControl @voteleaveyorks https://t.co/Rk5th2QVIj  |  Unbelievable support for #VoteLeave in #EastMalling! The rain won't stop us! #IVotedLeave #EURef https://t.co/VoVF5rz1mV  |  The President of Iceland says #Brexit is good news and offers great opportunities for both Iceland and Britain.  https://t.co/mOTuN68qAX  |  #Cameron resigned because needed #Leave campaigner to lead #UK out of #EU. Tory membership one choice #LeadsomforPM https://t.co/Et2NA6UsBR	1	1		
7077	#Warwickshire rural community are certainly voting to remain #StrongerIn Europe. More support from #kenilworth show https://t.co/U5CaEIExtH  |  #StrongerIn reminding people in #Warwickshire to get themselves registered to vote at https://t.co/SzguSYUaqi https://t.co/UIfyvH15WD  |  Great turnout of volunteers in #Kenilworth #Warwickshire today and thanks to @vincecable for joining us #StrongerIn https://t.co/Eb3EO4udnW  |  @vincecable joins our #StrongerIn volunteers in #Kenilworth #Warwickshire today campaigning for a #Remain vote https://t.co/LuCkfTw9vb	-1	-1		
